id	hindi	sanskrit	sanskrit_corrected	Options	Answer	
241	किस वर्ण का पारद रसायन कर्म में उत्तम है? (क.) श्वेत (ख.) रक्त (ग.) पीत (घ.) कृष्ण	कस्य वर्णस्य पारदं रसायनकर्मणि श्रेष्ठं भवति? (क.) श्वेत (ख.) रक्त (ग.) पीत (घ.) कृष्ण	कस्य वर्णस्य पारदं रसायनकर्मणि श्रेष्ठं भवति?	श्वेत / रक्त / पीत / कृष्ण	रक्त	
244	पारद के स्वाभाविक दोष कितने हैं? (क.) 4 (ख.) 5 (ग.) 6 (घ.) 7	पारदस्य स्वाभाविकदोषाः के? (क.) ४ (ख.) ५ (ग.) ६ (घ.) ७	पारदस्य स्वाभाविकदोषाः के?	४ / ५ / ६ / ७	७	
249	निम्नलिखित में से कौन सा हिंगुल का भेद नहीं है? (क.) चर्मार (ख.) मलेच्छ (ग.) शुक्रतुण्ड (घ.) हंसपाद	अधोलिखितेषु कः हिङ्गुलस्य भेदः न अस्ति? (क.) चर्मार (ख.) म्लेच्छ (ग.) शुक्रतुण्ड (घ.) हंसपाद	अधोलिखितेषु कः हिङ्गुलस्य भेदः न अस्ति?	चर्मार / म्लेच्छ / शुक्रतुण्ड / हंसपाद	म्लेच्छ	
251	गन्धक निम्न में से किसका पर्याय है? (क.) गन्धकपाषाण (ख.) बलि (ग.) बल रस (घ.) सभी	गन्धकः अधोलिखितेषु कस्य पर्यायः अस्ति? (क.) गन्धकपाषाण (ख.) बलि (ग.) बलरस (घ.) सर्वेषाम्	गन्धकः अधोलिखितेषु कस्य पर्यायः अस्ति?	गन्धकपाषाण / बलि / बलरस / सर्वेषाम्	सर्वेषाम्	
253	कौन सा गन्धक स्वर्ण बनाने के काम आता है? (क.) पीत वर्ण (ख.) रक्तवर्ण (ग.) श्वेत वर्ण (घ.) कृष्ण वर्ण	कः गन्धकः स्वर्णनिर्माणे उपयुज्यते? (क.) पीतवर्ण (ख.) रक्तवर्ण (ग.) श्वेतवर्ण (घ.) कृष्णवर्ण	कः गन्धकः स्वर्णनिर्माणे उपयुज्यते?	पीतवर्ण / रक्तवर्ण / श्वेतवर्ण / कृष्णवर्ण	रक्तवर्ण	
257	निम्नलिखित में से कौन-सा तथ्य गंधक के संदर्भ में गलत है? (क.) कफ वात हर (ख.) रसायन (ग.) मधुर विपाक (घ.) उष्ण वीर्य	अधोलिखितेषु कः तथ्यम sulphur संदर्भे त्रुटितम् अस्ति? (अ.) कफ वात हर (आ.) रसायन (इ.) मधुर विपाक (ई.) उष्ण वीर्य	अधोलिखितेषु कः तथ्यम sulphur संदर्भे त्रुटितम् अस्ति?	कफ वात हर / रसायन / मधुर विपाक / उष्ण वीर्य	मधुर विपाक	
258	निम्नलिखित में से कौन-सा अशुद्ध गंधक का दोष नहीं है? (क.) ओज नाशक (ख.) कुष्ठ (ग.) आमवात (घ.) विषम ज्वर	अधोलिखितेषु कः अशुद्ध sulphur दोषो नास्ति? (अ.) ओज: नाशकः (आ.) कुष्ठ (इ.) आमवात (ई.) विषम ज्वर:	अधोलिखितेषु कः अशुद्ध sulphur दोषो नास्ति?	ओज: नाशकः / कुष्ठ / आमवात / विषम ज्वर:	आमवात	
259	अभ्रक निम्न में से किसका पर्याय है? (क.) गगन (ख.) वज्र (ग.) दोनों (घ.) कोई नहीं	अभ्रकं अधोलिखितेषु कस्य पर्याय: अस्ति? (अ.) गगन (आ.) वज्र (इ.) उभयं (ई.) न कस्यापि	अभ्रकं अधोलिखितेषु कस्य पर्याय: अस्ति?	गगन / वज्र / उभयं / न कस्यापि	उभयं	
260	सुमेल्लित करें  i. श्वेत अभ्रक 1. रसायन कर्म ii. रक्त अभ्रक 2. चांदी बनाने हेतु iii. पीत अभ्रक 3. स्वर्ण बनाने हेतु iv. कृष्ण अभ्रक 4. रोग नष्ट करने हेतु? (क.) i-2, ii-1, iii-4, iv-3 (ख.) i-2, ii-1, iii-3, iv-4 (ग.) i-1, ii-3, iii-4, iv-2 (घ.) i-3, ii-4, iii-2, iv-1	सुमेलयत i. श्वेतम् अभ्रकम् 1. रसायनं कर्म ii. रक्तम् अभ्रकम् 2. रजतं निर्माणहेतु iii. पीतम् अभ्रकम् 3. सुवर्ण निर्माणहेतु iv. कृष्णम् अभ्रकम् 4. रोग नाशनहेतु (अ.) i-2, ii-1, iii-4, iv-3 (आ.) i-2, ii-1, iii-3, iv-4 (इ.) i-1, ii-3, iii-4, iv-2 (ई.) i-3, ii-4, iii-2, iv-1	सुमेलयत i. श्वेतम् अभ्रकम् 1. रसायनं कर्म ii. रक्तम् अभ्रकम् 2. रजतं निर्माणहेतु iii. पीतम् अभ्रकम् 3. सुवर्ण निर्माणहेतु iv. कृष्णम् अभ्रकम् 4. रोग नाशनहेतु	i-2, ii-1, iii-4, iv-3 / i-2, ii-1, iii-3, iv-4 / i-1, ii-3, iii-4, iv-2 / i-3, ii-4, iii-2, iv-1	i-2, ii-1, iii-3, iv-4	
261	पिनाक अभ्रक के सेवन से होने वाला रोग क्या है? (क.) मधुमेह (ख.) महाकुष्ठ (ग.) गांठे होना (घ.) मृत्यु	पिनाक अभ्रक सेवनात् कः रोगः जायते? (अ.) मधुमेह (आ.) महाकुष्ठ (इ.) गांठिकाः (ई.) मृत्यु	पिनाक अभ्रक सेवनात् कः रोगः जायते?	मधुमेह / महाकुष्ठ / गांठिकाः / मृत्यु	महाकुष्ठ	
269	स्फटिका निम्न में से किसका पर्याय है? (क.) श्वेता (ख.) शुभ्रा (ग.) दृढ़रङ्गा (घ.) सभी	स्फटिका अधोलिखितेषु कस्य पर्यायः अस्ति? (अ.) श्वेता (आ.) शुभ्रा (इ.) दृढ़रङ्गा (ई.) सर्वे	स्फटिका अधोलिखितेषु कस्य पर्यायः अस्ति?	श्वेता / शुभ्रा / दृढ़रङ्गा / सर्वे	सर्वे	
270	राजावर्त निम्न में से किसका पर्याय नहीं है? (क.) नृपावर्त (ख.) दृढ़रङ्गा (ग.) रेवटी (घ.) आवर्तमणिसंज्ञक	राजावर्त अधोलिखितेषु कस्य पर्यायः नास्ति? (अ.) नृपावर्त (आ.) दृढ़रङ्गा (इ.) रेवटी (ई.) आवर्तमणिसंज्ञकः	राजावर्त अधोलिखितेषु कस्य पर्यायः नास्ति?	नृपावर्त / दृढ़रङ्गा / रेवटी / आवर्तमणिसंज्ञकः	दृढ़रङ्गा	
271	तुत्थक निम्न में से किसका पर्याय है? (क.) खर्पर (ख.) खटिका (ग.) बालुका (घ.) गैरिक	तुत्थकः अधोलिखितेषु कस्य पर्यायः? (अ.) खर्परः (आ.) खटिका (इ.) बालुका (ई.) गैरिकः	तुत्थकः अधोलिखितेषु कस्य पर्यायः?	खर्परः / खटिका / बालुका / गैरिकः	खर्परः	
273	सौराष्ट्री निम्न में से किसका पर्याय है? (क.) मृत्तालक (ख.) आढकी (ग.) मृत्सना (घ.) सभी	सौराष्ट्री अधोलिखितेषु कस्य पर्यायः? (अ.) मृत्तालकः (आ.) आढकी (इ.) मृत्सना (ई.) सर्वे	सौराष्ट्री अधोलिखितेषु कस्य पर्यायः?	मृत्तालकः / आढकी / मृत्सना / सर्वे	सर्वे	
274	क्षेत्रजा निम्न में से किसका पर्याय है? (क.) कर्दम (ख.) शंख (ग.) बोल (घ.) कृष्ण मृत्तिका	क्षेत्रजा अधोलिखितेषु कस्य पर्यायः? (अ.) कर्दमः (आ.) शङ्खः (इ.) बोलः (ई.) कृष्णमृत्तिका	क्षेत्रजा अधोलिखितेषु कस्य पर्यायः?	कर्दमः / शङ्खः / बोलः / कृष्णमृत्तिका	कृष्णमृत्तिका	
280	किस वर्ण का हीरा रसायन उपयोगी होता है? (क.) ब्राहमण वर्ण (ख.) क्षत्रिय वर्ण (ग.) वेश्य वर्ण (घ.) क्षुद्र वर्ण	कस्य वर्णस्य हीरकः रसायनार्थे उपयुक्तः भवति? (क.) ब्राह्मण वर्णः (ख.) क्षत्रिय वर्णः (ग.) वैश्य वर्णः (घ.) शूद्र वर्णः	कस्य वर्णस्य हीरकः रसायनार्थे उपयुक्तः भवति?	ब्राह्मण वर्णः / क्षत्रिय वर्णः / वैश्य वर्णः / शूद्र वर्णः	ब्राह्मण वर्णः	
287	शालिधान्य की उत्पति किस ऋतु में होती है? (क.) शिशिर (ख.) शरद (ग.) वर्षा (घ.) हेमन्त	शालिधान्यस्य उत्पत्तिः कस्यां ऋतौ भवति? (क.) शिशिरः (ख.) शरदः (ग.) वर्षाः (घ.) हेमन्तः	शालिधान्यस्य उत्पत्तिः कस्यां ऋतौ भवति?	शिशिरः / शरदः / वर्षाः / हेमन्तः	हेमन्तः	
288	ब्रीहिधान्य किस ऋतु में उत्पन्न होते है? (क.) वर्षा (ख.) शरद (ग.) शिशिर (घ.) हेमन्त	ब्रीहि धान्याः कस्याम् ऋतौ उत्पद्यन्ते? (क.) वर्षः (ख.) शरदः (ग.) शिशिरः (घ.) हेमन्तः	ब्रीहि धान्याः कस्याम् ऋतौ उत्पद्यन्ते?	वर्षः / शरदः / शिशिरः / हेमन्तः	वर्षः	
295	सूप्य एवं वैदल किसके पर्याय है? (क.) शूकधान्य (ख.) शिम्बीधान्य (ग.) कृष्णब्रीहि (घ.) जतुमुख	सूप्यं वैदल च कस्य पर्यायौ स्तः? (क.) शूकधान्य (ख.) शिंबीधान्य (ग.) कृष्णब्रीहि (घ.) जातुमुख	सूप्यं वैदल च कस्य पर्यायौ स्तः?	शूकधान्य / शिंबीधान्य / कृष्णब्रीहि / जातुमुख	शिंबीधान्य	
302	निम्नलिखित में से क्षुज्जनिका किसका पर्याय है? (क.) सर्षप (ख.) राजिका (ग.) कंगु (घ.) चोमाक	नीचेषु क्षुज्जनिका कस्य पर्यायः अस्ति? (क.) सर्षप (ख.) राजिका (ग.) कंगु (घ.) चोमाक	नीचेषु क्षुज्जनिका कस्य पर्यायः अस्ति?	सर्षप / राजिका / कंगु / चोमाक	राजिका	
303	भावप्रकाश के अनुसार कितने वर्ष पुराने धान्य को पुराण कहते हैं? (क.) >1 वर्ष (ख.) >2 वर्ष (ग.) 5 वर्ष (घ.) 10 वर्ष	भावप्रकाशस्य अनुसारं कतानि वर्षाणि जातानि धान्यानि पुराणानि इति उच्यन्ते? (क.) >१ वर्ष (ख.) >२ वर्ष (ग.) ५ वर्ष (घ.) १० वर्ष	भावप्रकाशस्य अनुसारं कतानि वर्षाणि जातानि धान्यानि पुराणानि इति उच्यन्ते?	>१ वर्ष / >२ वर्ष / ५ वर्ष / १० वर्ष	>२ वर्ष	
304	शाक के कितने भेद होते हैं? (क.) 5 (ख.) 6 (ग.) 7 (घ.) 8	शाकस्य कति भेदाः भवन्ति? (क.) ५ (ख.) ६ (ग.) ७ (घ.) ८	शाकस्य कति भेदाः भवन्ति?	५ / ६ / ७ / ८	६	
305	निम्नलिखित को उत्तरोतर गुरूता के क्रम से लगाएं। नाल, पत्र, पुष्प, फल, कन्द, सस्वेदज? (क.) पत्र, पुष्प, फल, संस्वेदज, कन्द, नाल (ख.) पुष्पं, फलं, सस्वेदज, नाल, कन्द, पत्र (ग.) पत्र, पुष्प, फल, नाल, कन्द, स्सवेदज (घ.) पत्र पुष्प, नाल, फल, संस्वेदज, कन्द	निम्नलिखितान् उत्तरोत्तर गुरूत्वस्य क्रमेण व्यवस्थापयत। नाल, पत्रं, पुष्पं, फलं, कन्दं, सस्वेदज? (क.) पत्रं, पुष्पं, फलं, सस्वेदजं, कन्दं, नाल (ख.) पुष्पं, फलं, सस्वेदजं, नालं, कन्दं, पत्रं (ग.) पत्रं, पुष्पं, फलं, नालं, कन्दं, सस्वेदजं (घ.) पत्रं, पुष्पं, नालं, फलं, सस्वेदजं, कन्दं	निम्नलिखितान् उत्तरोत्तर गुरूत्वस्य क्रमेण व्यवस्थापयत। नाल, पत्रं, पुष्पं, फलं, कन्दं, सस्वेदज?	पत्रं, पुष्पं, फलं, सस्वेदजं, कन्दं, नाल / पुष्पं, फलं, सस्वेदजं, नालं, कन्दं, पत्रं / पत्रं, पुष्पं, फलं, नालं, कन्दं, सस्वेदजं / पत्रं, पुष्पं, नालं, फलं, सस्वेदजं, कन्दं	पत्रं, पुष्पं, फलं, नालं, कन्दं, सस्वेदजं	
306	कौन सा शाक दुग्धवर्धक एवं शुक्र को उत्पन्न करने वाला होता है? (क.) नाडीका (ख.) पालक (ग.) कलम्बी (घ.) पट	किं शाकं दुग्धवर्धकं शुक्रजनकं च भवति? (क.) नाडीका (ख.) पालक (ग.) कलम्बी (घ.) पट	किं शाकं दुग्धवर्धकं शुक्रजनकं च भवति?	नाडीका / पालक / कलम्बी / पट	कलम्बी	
307	अश्मन्तक निम्न में से किसका पर्याय है? (क.) चुक्रिका (ख.) नोनिया (ग.) कलम्बी (घ.) कालशाक	अश्मन्तकः कस्मिन पर्यायः भवति? (क.) चुक्रिका (ख.) नोनिया (ग.) कलम्बी (घ.) कालशाक	अश्मन्तकः कस्मिन पर्यायः भवति?	चुक्रिका / नोनिया / कलम्बी / कालशाक	चुक्रिका	
308	निम्नलिखित में से कौन सा शाक सर्वज्वरहर है? (क.) पटोल पत्र (ख.) गुडूची (ग.) कासमर्द (घ.) गोजिह्वा	अधोलिखितेषु कः शाकः सर्वज्वरहर्ता अस्ति? (क) पटोलपत्रम् (ख) गुडूची (ग) कासमर्दः (घ) गोजिह्वा	अधोलिखितेषु कः शाकः सर्वज्वरहर्ता अस्ति?	पटोलपत्रम् / गुडूची / कासमर्दः / गोजिह्वा	गुडूची	
309	भावप्रकाश के अनुसार निन्दनीय शाक कौन सा है? (क.) कलाय (ख.) सर्षप (ग.) अगस्त पुष्प (घ.) कदली पुष्प	भावप्रकाशस्य अनुसारं निन्दनीयः शाकः कः अस्ति? (क) कलायः (ख) सर्षपः (ग) अगस्त्यः पुष्पः (घ) कदली पुष्पम्	भावप्रकाशस्य अनुसारं निन्दनीयः शाकः कः अस्ति?	कलायः / सर्षपः / अगस्त्यः पुष्पः / कदली पुष्पम्	सर्षपः	
311	भावप्रकाश में सरसों का वर्णन किस वर्ग में किया है? (क.) शूक धान्य (ख.) शिम्बी धान्य (ग.) शालिधान्य (घ.) शाकवर्ग	भावप्रकाशे सरसापस्य वर्णनं कस्मिन् वर्गे कृतम् अस्ति? (क) शूकधान्यम् (ख) शिम्बीधान्यम् (ग) शालिधान्यम् (घ) शाकवर्गः	भावप्रकाशे सरसापस्य वर्णनं कस्मिन् वर्गे कृतम् अस्ति?	शूकधान्यम् / शिम्बीधान्यम् / शालिधान्यम् / शाकवर्गः	शिम्बीधान्यम्	
314	आलूक के कितने भेद हैं? (क.) 2 (ख.) 3 (ग.) 4 (घ.) 5	आलूकस्य कति भेदाः सन्ति? (क) २ (ख) ३ (ग) ४ (घ) ५	आलूकस्य कति भेदाः सन्ति?	२ / ३ / ४ / ५	५	
315	कौन सी शाक कच्ची एवं सूखी दोनों तरह से सेवन करना निषिद्ध नहीं है? (क.) पालक (ख.) चौलाई (ग.) सर्षप (घ.) मूलक	कः शाकः कच्चः च सुष्कः च उभयथापि सेवनं निषिद्धं न अस्ति? (क) पालकः (ख) चौलायः (ग) सर्षपः (घ) मूलकः	कः शाकः कच्चः च सुष्कः च उभयथापि सेवनं निषिद्धं न अस्ति?	पालकः / चौलायः / सर्षपः / मूलकः	मूलकः	
316	शाक के संदर्भ में कौन सी व्याख्या निषिद्ध है? (क.) व्याधितं (ख.) बिना ऋतु के उत्पन्न (ग.) सशुष्कं (घ.) सभी	शाकस्य संदर्भे कः व्याख्या निषिद्धा अस्ति? (क) व्याधितम् (ख) अऋतुजम् (ग) सशुष्कम् (घ) सर्वे	शाकस्य संदर्भे कः व्याख्या निषिद्धा अस्ति?	व्याधितम् / अऋतुजम् / सशुष्कम् / सर्वे	सर्वे	
317	मांस निम्न में से किसका पर्याय नहीं है? (क.) क्रव्य (ख.) आमिष (ग.) पलल (घ.) सभी पर्याय हैं	मांसः निम्नेषु कः पर्यायः न अस्ति? (क) क्रव्यः (ख) आमिषम् (ग) पललम् (घ) सर्वे पर्यायाः	मांसः निम्नेषु कः पर्यायः न अस्ति?	क्रव्यः / आमिषम् / पललम् / सर्वे पर्यायाः	सर्वे पर्यायाः	
322	निम्न में से किसका मांस नेत्र एवं गुदा के विकारों के लिए नित्य हितकर होता है? (क.) गुहाशय (ख.) विलेशय (ग.) पर्णमृग (घ.) प्रतुद	निम्नेषु कस्मिनस्मिन मांसं नेत्रगुदविकाराय नित्यं हितकरं भवति? (क) गुहाशयः (ख) विलेशयः (ग) पर्णमृगः (घ) प्रतुदः	निम्नेषु कस्मिनस्मिन मांसं नेत्रगुदविकाराय नित्यं हितकरं भवति?	गुहाशयः / विलेशयः / पर्णमृगः / प्रतुदः	गुहाशयः	
323	कौन से पक्षी कुरेद कर खाने वाले होते हैं? (क.) प्रतुद (ख.) विष्किर (ग.) प्रसह (घ.) विलेशय	कः पक्षिणः कुर्याच्छनं खादन्ति? (क) प्रतुदः (ख) विष्किरः (ग) प्रसहः (घ) विलेशयः	कः पक्षिणः कुर्याच्छनं खादन्ति?	प्रतुदः / विष्किरः / प्रसहः / विलेशयः	विष्किरः	
325	निम्नलिखित में से प्लव पक्षी कौन सा है? (क.) सारस (ख.) उलूक (ग.) पारावत (घ.) लाव	अधोलिखितेषु कस्मिन पक्षिणि प्लवः अस्ति? (क) सारसः (ख) उलूकः (ग) पारावतः (घ) लावः	अधोलिखितेषु कस्मिन पक्षिणि प्लवः अस्ति?	सारसः / उलूकः / पारावतः / लावः	सारसः	
326	कौन से पक्षियों का मांस अति उत्तम होता है? (क.) जल के किनारे रहने वाले पक्षियों का (ख.) धान के अंकुर चरने वाले पक्षियों का (ग.) विष्किर पक्षियों का (घ.) विलेशय पक्षियों का	कस्मिन पक्षिणां मांसं अत्युत्तमं स्यात्? (क.) जले निवसतां पक्षिणां (ख.) धान्यस्य अंकुरान् चरतां पक्षिणां (ग.) विस्किर पक्षिणाम् (घ.) विलेशय पक्षिणां	कस्मिन पक्षिणां मांसं अत्युत्तमं स्यात्?	जले निवसतां पक्षिणां / धान्यस्य अंकुरान् चरतां पक्षिणां / विस्किर पक्षिणाम् / विलेशय पक्षिणां	धान्यस्य अंकुरान् चरतां पक्षिणां	
327	विष्किर वर्ग के पक्षियों के कितने भेद हैं? (क.) 2 (ख.) 3 (ग.) 4 (घ.) 5	विष्किरवर्गस्य पक्षिणां कति भेदाः सन्ति? (क.) २ (ख.) ३ (ग.) ४ (घ.) ५	विष्किरवर्गस्य पक्षिणां कति भेदाः सन्ति?	२ / ३ / ४ / ५	४	
328	निम्नलिखित में से गलत कथन बताएं? (क.) पक्षियों में स्त्री जाति का मांस श्रेष्ठ है। (ख.) चौपायों में स्त्री जाति के जीवों का मांस श्रेष्ठ है। (ग.) पुरूष संज्ञक जीवों के शरीर में नीचे के भाग का मांस लघु होता है। (घ.) सभी गलत हैं।	अधोलिखितेषु कतमं वाक्यं मिथ्या अस्ति? (क.) पक्षिषु स्त्रीजातिं मांसं श्रेष्ठं वर्तते। (ख.) चतुष्पदेषु स्त्रीजातिं जीवानां मांसं श्रेष्ठं वर्तते। (ग.) पुरुषसंज्ञकस्य शरीरस्य अधःभागे मांसं लघु भवति। (घ.) सर्वं मिथ्या अस्ति।	अधोलिखितेषु कतमं वाक्यं मिथ्या अस्ति?	पक्षिषु स्त्रीजातिं मांसं श्रेष्ठं वर्तते। / चतुष्पदेषु स्त्रीजातिं जीवानां मांसं श्रेष्ठं वर्तते। / पुरुषसंज्ञकस्य शरीरस्य अधःभागे मांसं लघु भवति। / सर्वं मिथ्या अस्ति।	पक्षिषु स्त्रीजातिं मांसं श्रेष्ठं वर्तते।	
330	निम्नलिखित में से जल निम्न में से किसका पर्याय है? (क.) अमृत (ख.) घनरस (ग.) अर्ण (घ.) सभी	अधोलिखितेषु जलस्य पर्यायः कः? (क.) अमृत (ख.) घनरस (ग.) अर्ण (घ.) सर्वे	अधोलिखितेषु जलस्य पर्यायः कः?	अमृत / घनरस / अर्ण / सर्वे	सर्वे	
332	निम्नलिखित से कौन सा जल का भेद नहीं है? (क.) धाराज (ख.) वारि (ग.) करकाभव (घ.) तौषार	अधोलिखितेषु कः जलस्य भेदः नास्ति? (क.) धाराज (ख.) वारि (ग.) करकाभव (घ.) तौषार	अधोलिखितेषु कः जलस्य भेदः नास्ति?	धाराज / वारि / करकाभव / तौषार	वारि	
334	आकाशस्थ वायु तथा अग्नि से घन होकर कौन सा जल पाषाण खण्ड समबंध गिरता है? (क.) तौषार (ख.) करका (ग.) हैम (घ.) धाराण	आकाशे वायुना च अग्निना च घनं भूत्वा कः जलः शिलाखण्डरूपेण पतति? (क.) तौषार (ख.) करक (ग.) हैम (घ.) धाराण	आकाशे वायुना च अग्निना च घनं भूत्वा कः जलः शिलाखण्डरूपेण पतति?	तौषार / करक / हैम / धाराण	करक	
336	भौम जल किस समय ग्रहण करने से उत्तम फल देता है? (क.) प्रातः काल (ख.) दोपहर (ग.) सायंकाल (घ.) किसी भी समय	भौम जलः कस्मिन समये ग्राह्यमाणः उत्तमफलं ददाति? (क.) प्रातःकाले (ख.) मध्याह्ने (ग.) सायं काले (घ.) कस्यापि समये	भौम जलः कस्मिन समये ग्राह्यमाणः उत्तमफलं ददाति?	प्रातःकाले / मध्याह्ने / सायं काले / कस्यापि समये	प्रातःकाले	
338	शीतल जल पान किस रोग में निषेध है? (क.) दाह (ख.) मूर्च्छा (ग.) गलग्रह (घ.) तमकश्वास	शीतलं जलं पानं कस्मिन् रोगे निषिद्धं अस्ति? (क.) दाह (ख.) मूर्च्छा (ग.) गलग्रह (घ.) तमकश्वास	शीतलं जलं पानं कस्मिन् रोगे निषिद्धं अस्ति?	दाह / मूर्च्छा / गलग्रह / तमकश्वास	गलग्रह	
341	जीवनं जीविनां जीवौ जगत सर्वन्तु तन्मयम.....' किस संदर्भ में लिखा गया है? (क.) रक्त (ख.) जल (ग.) प्राण (घ.) नेत्र	जीवनं जीविनाम् जीवौ जगत् सर्वन्तु तन्मयम्.....' इत्येतत् कस्मिन् सन्दर्भे लिखितम् अस्ति? (क.) रक्त (ख.) जल (ग.) प्राण (घ.) नेत्र	जीवनं जीविनाम् जीवौ जगत् सर्वन्तु तन्मयम्.....' इत्येतत् कस्मिन् सन्दर्भे लिखितम् अस्ति?	रक्त / जल / प्राण / नेत्र	जल	
342	पीया हुआ साधारण जल का पाक कितने दिन में होता है? (क.) प्रहर (ख.) 1 प्रहर (ग.) 2 प्रहर (घ.) 3 प्रहर	पीतं साधारणं जलस्य पाकः कतिदिनेषु भवति? (क.) प्रहरः (ख.) १ प्रहरः (ग.) २ प्रहरः (घ.) ३ प्रहरः	पीतं साधारणं जलस्य पाकः कतिदिनेषु भवति?	प्रहरः / १ प्रहरः / २ प्रहरः / ३ प्रहरः	१ प्रहरः	
344	निम्न में से किसका दुग्ध अश्मरी नाशक होता है? (क.) आविक (ख.) घोटकी (ग.) औष्ट्र (घ.) हस्तिनी	निम्नेषु कस्य दुग्धं अश्मरीनाशकं भवति? (क.) आविकम् (ख.) घोटकी (ग.) औष्ट्रम् (घ.) हस्तिनी	निम्नेषु कस्य दुग्धं अश्मरीनाशकं भवति?	आविकम् / घोटकी / औष्ट्रम् / हस्तिनी	आविकम्	
345	नस्य एवं आश्च्योतन कर्म के लिए कौन सा दुग्ध प्रयोग में लाना चाहिए? (क.) स्त्री (ख.) धारोष्ण गव्य का (ग.) औष्ट्र (घ.) आविक	नस्य च आश्च्योतन कर्माय किम् दुग्धं प्रयोगेण भवेत्त? (क.) स्त्री (ख.) धारोष्णं गव्यम् (ग.) औष्ट्रम् (घ.) आविकम्	नस्य च आश्च्योतन कर्माय किम् दुग्धं प्रयोगेण भवेत्त?	स्त्री / धारोष्णं गव्यम् / औष्ट्रम् / आविकम्	स्त्री	
347	निम्न में से किसका दुग्ध धाराशीत उत्तम होता है? (क.) स्त्री (ख.) गव्य (ग.) माहिष (घ.) कोई नहीं	निम्नेषु कस्य दुग्धं धाराशीतं उत्तमं भवति? (क.) स्त्री (ख.) गव्यम् (ग.) माहिषम् (घ.) कोऽपि न	निम्नेषु कस्य दुग्धं धाराशीतं उत्तमं भवति?	स्त्री / गव्यम् / माहिषम् / कोऽपि न	माहिषम्	
348	जो दुग्ध बिना औटाए हुए ही फट गया हो उसे क्या कहते हैं? (क.) पीयूष (ख.) किलाट (ग.) क्षीरशाक (घ.) मोरट	यः दुग्धं विनाऽपाक्वीकृत्यैव विपक्वं जातं स किम्? (क.) पीयूषः (ख.) किलाटः (ग.) क्षीरशाकः (घ.) मोरट्	यः दुग्धं विनाऽपाक्वीकृत्यैव विपक्वं जातं स किम्?	पीयूषः / किलाटः / क्षीरशाकः / मोरट्	क्षीरशाकः	
349	जो दुग्ध दही के संयोग से फट गया हो उसमें से घन भाग निकालकर जो द्रव पदार्थ बच जाता है, उसे क्या कहते हैं? (क.) तक्रपिण्ड (ख.) मोरट (ग.) पीयूष (घ.) किलाट	यः दुग्धं दधिना सह संयोज्य खण्डितम् तथा तस्मात् अंशभूतं द्रवपदार्थः शिष्टः तं किम्? (क.) तक्रपिण्डः (ख.) मोरट् (ग.) पीयूषः (घ.) किलाटः	यः दुग्धं दधिना सह संयोज्य खण्डितम् तथा तस्मात् अंशभूतं द्रवपदार्थः शिष्टः तं किम्?	तक्रपिण्डः / मोरट् / पीयूषः / किलाटः	मोरट्	
351	रात्रि में दुग्ध पान करना चाहिए क्योंकि? (क.) पथ्य है (ख.) दोषशामक (ग.) नेत्रहितकर (घ.) सभी सही है	रात्रौ दुग्धं पातव्यं कुतः? (क.) पथ्यं (ख.) दोषशामकम् (ग.) नेत्रहितकरम् (घ.) सर्वे सम्यक्	रात्रौ दुग्धं पातव्यं कुतः?	पथ्यं / दोषशामकम् / नेत्रहितकरम् / सर्वे सम्यक्	सर्वे सम्यक्	
354	किस ऋतु में दधि सेवन निषेध्य है? (क.) हेमन्त (ख.) शिशिर (ग.) वर्षा (घ.) शरद	कस्मिन ऋतौ दधि सेवनं निषिद्धं? (क.) हेमन्ते (ख.) शिशिरे (ग.) वर्षासु (घ.) शरदि	कस्मिन ऋतौ दधि सेवनं निषिद्धं?	हेमन्ते / शिशिरे / वर्षासु / शरदि	शरदि	
355	दधि के ऊपर स्नेहयुक्त भाग को क्या कहते है? (क.) मस्तु (ख.) पीयूष (ग.) तक्र (घ.) सर	दध्नः उपरि स्नेहयुक्तं भागं किं नाम? (क.) मस्तु (ख.) पीयूषः (ग.) तक्रं (घ.) सः	दध्नः उपरि स्नेहयुक्तं भागं किं नाम?	मस्तु / पीयूषः / तक्रं / सः	सः	
358	किस ऋतु में तक्र सेवन निषेध्य है? (क.) ग्रीष्म ऋतु में (ख.) दाह में (ग.) रक्तपित (घ.) सभी	कस्मिन ऋतौ तक्र सेवनं निषिद्धं? (क.) ग्रीष्मे (ख.) दाहे (ग.) रक्तपित्ते (घ.) सर्वे	कस्मिन ऋतौ तक्र सेवनं निषिद्धं?	ग्रीष्मे / दाहे / रक्तपित्ते / सर्वे	सर्वे	
359	चक्षुष्य नवनीत कौन सा है? (क.) गव्यं नवनीतं (ख.) माहिषं नवनीतं (ग.) दुग्धोत्थम नवनीतं (घ.) तत्काल निकाला हुआ नवनीतं	चक्षुष्यं नवनीतं किम्? (क.) गव्यम् नवनीतं (ख.) माहिषं नवनीतं (ग.) दुग्धोत्थं नवनीतं (घ.) तत्कालं निष्कासितं नवनीतं	चक्षुष्यं नवनीतं किम्?	गव्यम् नवनीतं / माहिषं नवनीतं / दुग्धोत्थं नवनीतं / तत्कालं निष्कासितं नवनीतं	दुग्धोत्थं नवनीतं	
